Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
01/17/2014,SE Idaho,Bloomington Lake,Snowmobiler,Facets,4',300,1000,East,9000,"42.144871000000, -111.576633000000",1,1,,,,
01/16/2014,SE Idaho,Supertron,,,,,,,,,,,,,,
01/15/2014,Uintas,Chalk Creek,Natural,Depth Hoar,4',400,800,Northeast,10600,"40.839681000000, -111.109071000000",,,,,,
01/15/2014,Uintas,Upper Weber Canyon,Explosive,Facets,10',600,1250,East,10300,"40.833611000000, -111.074030000000",,,,,,
01/15/2014,Logan,Cherry Creek Canyon,Natural,Facets,unknown,Unknown,1750,North,8400,"41.924057000000, -111.735729000000",,,,,,
01/14/2014,Ogden,Snowbasin Backcountry,Skier,Facets,3.5',175,2000,Northeast,9000,,,,,,,
01/14/2014,Ogden,Farmington Canyon,Snowmobiler,Facets,4',100,300,East,10000,"40.964863000000, -111.803741000000",1,,,,,
01/14/2014,Uintas,Co-op Creek,Natural,Ground Interface,2.5',400,600,East,10000,"40.255267000000, -111.091690000000",,,,,,
01/13/2014,Logan,Logan Peak,Snowmobiler,Depth Hoar,4',1/4 mile,800,East,9600,"41.710880000000, -111.716720000000",1,1,,1,1,
01/13/2014,Logan,Tony Grove,Natural,Depth Hoar,unknown,1/4 mile,Unknown,East,9000,"41.893977000000, -111.646500000000",,,,,,
01/13/2014,Logan,Providence Peak,,,,,,,,"41.702440000000, -111.711023000000",,,,,,
01/13/2014,Logan,Spring Hollow,Natural,Facets,3',1/4 mile,700,East,9300,"41.715127000000, -111.704328000000",,,,,,
01/13/2014,Logan,South Hollow,Snowmobiler,Facets,3',600,900,East,8900,"41.698242000000, -111.693814000000",,,,,,
01/13/2014,Skyline,Monster,Snowmobiler,Facets,4',300,200,Northeast,10400,"39.297953000000, -111.472499000000",2,2,1,,,
01/13/2014,Logan,South Hollow,Snowmobiler,Facets,3',300,400,East,8800,"41.696287000000, -111.693385000000",,,,,,
01/13/2014,Logan,Rock Bowl,Unknown,Facets,3',350,700,East,9200,"41.889068000000, -111.652937000000",,,,,,
01/13/2014,SE Idaho,Wilderness Peak,Natural,Facets,4',Unknown,Unknown,East,9200,"42.039859000000, -111.646156000000",,,,,,
01/13/2014,Logan,South Hollow,,Facets,2.5',,,,8700,"41.691332000000, -111.691947000000",,,,,,
01/13/2014,Logan,Chicken Hill,Natural,Facets,4',400,Unknown,East,8700,"41.910074000000, -111.626201000000",,,,,,
01/13/2014,Logan,Central Bear River Range,,,,,,,,"41.826915000000, -111.681833000000",,,,,,
01/13/2014,Logan,Tony Grove Lake,Natural,Facets,3',300,175,East,8300,"41.896549000000, -111.646056000000",,,,,,
01/13/2014,Uintas,Chalk Creek,Natural,Depth Hoar,4',500,1000,Northeast,10400,"40.845028000000, -111.109715000000",,,,,,
01/13/2014,Uintas,Whitney Basin,Natural,Depth Hoar,4.5',700,800,East,10400,"40.831086000000, -110.960369000000",,,,,,
01/13/2014,SE Idaho,State Line Bowl,Natural,Facets,2.5',1/4 mile,500,East,8700,"42.010972000000, -111.548939000000",,,,,,
01/13/2014,Uintas,Mirror Lake Highway,Natural,Facets,3.5',100,800,East,11900,"40.762081000000, -110.855827000000",,,,,,
01/13/2014,Uintas,Whitney Basin,Natural,Depth Hoar,8',300,800,East,10900,"40.810821000000, -110.953846000000",,,,,,
01/13/2014,Uintas,Weber Canyon,Natural,Ground Interface,5',1/2 mile,1250,East,10500,"40.828443000000, -111.093943000000",,,,,,
01/13/2014,Logan,White Pine Knob,Skier,Facets,4',50,150,East,8700,"41.918654000000, -111.631565000000",,,,,,
01/13/2014,Uintas,Weber Canyon,Natural,Depth Hoar,unknown,Unknown,400,Northwest,10000,,,,,,,
01-12-14,Skyline,Blue Slide Fork,Natural,Facets,2',200,400,North,10100,"39.530175000000, -111.306696000000",,,,,,
01-12-14,Salt Lake,Alexander Basin,,Facets,,,,,,"40.678693000000, -111.673386000000",,,,,,
01-12-14,Skyline,South Fork North Creek,Natural,Facets,2',200,500,Northeast,9900,"39.552711000000, -111.320665000000",,,,,,
01-12-14,Ogden,Farmington Lakes,,Facets,,400,,,,"40.974369000000, -111.821616000000",,,,,,
01-12-14,Skyline,South Fork Lake Canyon,Natural,Facets,,,,East,10200,"39.574811000000, -111.315386000000",,,,,,
01-12-14,Skyline,Little Horseshoe,Natural,Facets,2',200,800,Northeast,10400,"39.371376000000, -111.438081000000",,,,,,
01-12-14,Skyline,Big Horseshoe,Natural,Facets,2',200,600,East,10800,"39.374959000000, -111.423705000000",,,,,,
01-12-14,Skyline,Wedding Ring Ridge,Natural,Facets,4',700,250,East,9800,"39.616001000000, -111.293907000000",,,,,,
01-12-14,Skyline,Canal Creek,Natural,Facets,2',,900,East,10100,"39.386105000000, -111.417997000000",,,,,,
01-12-14,Logan,Mill Hollow,Natural,Facets,2.5',Unknown,Unknown,East,9200,"41.721233000000, -111.728983000000",,,,,,
01-12-14,Salt Lake,Mineral Fork,Skier,Depth Hoar,3.5',80,300,Northeast,8900,"40.618081000000, -111.694607000000",,,,,,
01-12-14,Logan,Beaver Canyon,Natural,Facets,"12""",80,60,West,6800,"41.947234000000, -111.542130000000",,,,,,
01-12-14,Uintas,Smith-Moorehouse,Skier,Facets,3',100,800,East,9400,"40.727000000000, -111.125000000000",,,,,,
01-12-14,Provo,UFO Bowls,Natural,Facets,,125,700,,9500,"40.418082000000, -111.628668000000",,,,,,
01-12-14,Salt Lake,Catherines,Unknown,,2',200,250,Northwest,10100,"40.579965000000, -111.591954000000",,,,,,
01-12-14,Moab,Moab,Skier,Facets,"6""",20,500,East,10900,"38.474781000000, -109.228671000000",,,,,,
01-12-14,Ogden,North Ogden Divide,Skier,,3',50,250,Northeast,6900,,,,,,,
01-12-14,Skyline,Coal Fork,Natural,Facets,2',1000,900,Northeast,10100,"39.491369000000, -111.338561000000",,,,,,
01-12-14,Skyline,BBQ Bowl,Natural,Facets,2',,,Northeast,10200,"39.509085000000, -111.319892000000",,,,,,
01-12-14,Skyline,Main Bowl,Natural,Facets,2',500,300,Northeast,10200,"39.504417000000, -111.316116000000",,,,,,
01-11-14,Provo,Shingle Mill Canyon,Skier,Facets,"18""",200,2000,East,9100,"40.297738000000, -111.537344000000",,,,,,
01-11-14,SE Idaho,"Middle Fork, St. Charles Canyon",Snowmobiler,Depth Hoar,4',500,600,East,9200,"42.090040000000, -111.577100000000",1,1,,1,1,
01-11-14,Logan,"Providence Peak, East Face",Natural,Facets,4',400,700,East,9500,"41.730522000000, -111.726288000000",,,,,,
01-11-14,Salt Lake,Mill A,Natural,Facets,"16""",150,900,East,10200,"40.670971000000, -111.682227000000",,,,,,
01-10-14,Salt Lake,West Desolation Ridge,Unknown,New Snow,"10""",60,200,North,9400,"40.656219000000, -111.614887000000",,,,,,
01-10-14,Salt Lake,South Monitor Bowl,Natural,Ground Interface,3.5',200,800,Northeast,9800,,,,,,,
01-10-14,Salt Lake,Depth Hoar Bowl,Natural,New Snow,"6""",250,500,Northeast,9600,,,,,,,
01-10-14,Salt Lake,No Name Bowl,Skier,Ground Interface,"2""",150,400,Northeast,9200,,,,,,,
01-10-14,Salt Lake,Tuscarora,Natural,Facets,2',100,,East,10300,"40.584341000000, -111.597905000000",,,,,,
01-10-14,Uintas,Smith-Moorehouse,Natural,Facets,3',200,Unknown,East,10200,,,,,,,
01-10-14,Salt Lake,Snake Creek,,,,,,East,Unknown,,,,,,,
01-10-14,Salt Lake,Kessler Peak,,Facets,,,2000,,,"40.622771000000, -111.668086000000",,,,,,
01-10-14,Skyline,Miller Flat,Skier,Facets,3',200,80,East,9300,,,,,,,
01-10-14,Skyline,Pleasant Creek,Natural,Facets,2',,500,Northeast,9400,"39.555027000000, -111.330235000000",,,,,,
01-10-14,SE Idaho,Pebble Creek Backcountry,,,,,,,,,,,,,,
01-10-14,Salt Lake,Raymond Peak,Unknown,Density Change,"18""",150,,East,9800,"40.658304000000, -111.700948000000",,,,,,
01-10-14,Salt Lake,Tuscarora,Natural,Density Change,,,,East,10600,"40.584503000000, -111.598278000000",,,,,,
01-10-14,Salt Lake,Cardiac Ridge,Natural,Facets,2',60,400,Northeast,10300,,,,,,,
01-10-14,Salt Lake,Cardiac Bowl,Natural,Facets,unknown,70,800,Northeast,10900,,,,,,,
01-10-14,Moab,Tukno NE Face,Natural,New Snow,"10""",40,400,Northeast,11200,"38.450624000000, -109.262702000000",,,,,,
01-10-14,Salt Lake,Ivory Flakes,Natural,Facets,2',50,350,East,10300,,,,,,,
01-10-14,Moab,Gravel Pit Lanes,Natural,New Snow,unknown,200,150,Northeast,11600,"38.448297000000, -109.263582000000",,,,,,
01-10-14,Skyline,Pleasant Creek,Natural,Facets,,,,East,10100,"39.552898000000, -111.319656000000",,,,,,
01-09-14,Provo,Lost Creek,Natural,New Snow/Old Snow Interface,"18""",,3500,Southeast,10000,"40.363834000000, -111.618176000000",,,,,,
01-09-14,Salt Lake,Alexander Basin,Skier,New Snow,"12""",35,Unknown,Northwest,9300,"40.676342000000, -111.674266000000",,,,,,
01-09-14,Provo,Slide Canyon,Natural,New Snow/Old Snow Interface,"18""",,3250,Southeast,10400,"40.366908000000, -111.618347000000",,,,,,
01-09-14,Salt Lake,Mineral Fork,Natural,,unknown,150,600,Northeast,9500,"40.611542000000, -111.688385000000",,,,,,
01-09-14,Salt Lake,Butler Fork,Natural,Density Change,"10""",100,,Northeast,9400,"40.662142000000, -111.645357000000",,,,,,
01-09-14,Salt Lake,Butler Fork,Natural,Facets,"12""",40,50,East,9000,"40.664406000000, -111.642825000000",,,,,,
01-06-14,Salt Lake,Pointy Peak,Natural,,unknown,80,Unknown,East,9300,,,,,,,
01-05-14,Salt Lake,Monitors,Natural,Depth Hoar,"15""",15,400,East,9800,,,,,,,
12/27/2013,Logan,Cottonwood Canyon,Natural,Facets,unknown,Unknown,Unknown,Northeast,8900,,,,,,,
12/27/2013,Uintas,Whitney Basin,Snowmobiler,Facets,4',350,600,Northeast,10300,"40.832125000000, -110.960026000000",,,,,,
12/27/2013,Uintas,Whitney Basin,Snowmobiler,Facets,2.5',50,80,Northeast,10000,"40.870787000000, -110.970025000000",,,,,,
12/26/2013,Provo,Timpanogos,Natural,,,30,1000,Southeast,10000,"40.368875000000, -111.615579000000",,,,,,
12/25/2013,Salt Lake,Hide A Way Park,Skier,Facets,"18""",50,600,Northwest,10000,"40.602581000000, -111.633067000000",,,,,,
12/25/2013,Uintas,Moffit Basin,Snowmobiler,Depth Hoar,3',400,400,Northeast,9900,"40.810910000000, -110.961690000000",,,,,,
12/24/2013,Logan,Cornice Ridge,Natural,Facets,3',1/4 mile,800,Northeast,9600,"41.895140000000, -111.667310000000",,,,,,
12/24/2013,Salt Lake,Snake Creek,Natural,Facets,unknown,200,1000,Northeast,10000,"40.571458000000, -111.588993000000",,,,,,
12/24/2013,Uintas,Duke Bowl,Natural,Facets,unknown,300,300,Northeast,10100,"40.674547000000, -111.158638000000",,,,,,
12/24/2013,Uintas,Uintas,Snowmobiler,Depth Hoar,3',150,300,Northeast,Unknown,,,,,,,
12/24/2013,Uintas,Currant Creek,Snowboarder,Depth Hoar,3.5',150,100,Northeast,9800,,,,,,,
12/24/2013,Logan,"Cottonwood, South Fork",Natural,Facets,unknown,1/2 mile,Unknown,East,9400,"41.846771000000, -111.692200000000",,,,,,
12/24/2013,Provo,Dry Fork,Snowmobiler,Facets,3',300,,East,10400,"40.568829000000, -111.601932000000",,,,,,
12/24/2013,Logan,Steep Hollow,Natural,Facets,2',125,250,North,9000,"41.968860000000, -111.649230000000",,,,,,
12/24/2013,Uintas,Moffit Basin,Snowmobiler,Facets,3',350,200,Northeast,10300,"40.839000000000, -111.005000000000",,,,,,
12/24/2013,Uintas,Duke Bowl,Natural,Facets,3',300,200,Northwest,10200,"40.678713000000, -111.145592000000",,,,,,
12/22/2013,Uintas,Smith-Moorehouse,Natural,Facets,2',60,150,East,9400,"40.744233000000, -111.120572000000",,,,,,
12/21/2013,Salt Lake,Patsy Marly,Skier,,2',125,100,North,9700,"40.592903000000, -111.618283000000",1,1,1,,1,
12/21/2013,Skyline,Skyline Summit,Natural,New Snow,2',100,80,Northeast,9800,"39.615750000000, -111.293843000000",,,,,,
12/21/2013,Uintas,Gold Hill,Skier,Facets,2.5',175,100,Northeast,10300,"40.819331000000, -110.916595000000",,,,,,
12/21/2013,Salt Lake,Hidden Canyon,Skier,Depth Hoar,2.5',40,500,Northwest,10000,"40.594653000000, -111.561785000000",1,1,1,,1,
12/21/2013,Salt Lake,Meadows,Skier,Facets,2',50,,East,9500,"40.615332000000, -111.628153000000",,,,,,
12/20/2013,Salt Lake,Grizzly Gulch,Skier,Facets,unknown,100,60,Northwest,9300,"40.595348000000, -111.620944000000",,1,,,,
12/20/2013,Salt Lake,Dutch Draw,Skier,,2.5',100,,Northeast,9700,,,,,,,
12/20/2013,Salt Lake,Pioneer Ridge,Snowboarder,,2',60,,Northeast,10300,,,,,,,
12/20/2013,Salt Lake,Hidden Canyon,Skier,Facets,2.5',200,700,Northwest,10300,"40.594231000000, -111.561621000000",1,1,,1,,
12/20/2013,Salt Lake,All areas,,,,,,,,,,,,,,
12/20/2013,Uintas,Lake Creek,Snowmobiler,Facets,5',200,125,North,9700,"40.411600000000, -111.206700000000",1,1,1,,,
12/20/2013,Salt Lake,White Pine Canyon,Snowmobiler,Facets,2',50,Unknown,North,9500,,,,,,,
12/20/2013,Salt Lake,White Pine Canyon,Snowmobiler,Facets,2',35,Unknown,North,9200,,,,,,,
12/19/2013,Salt Lake,Scotts Bowl,Natural,Facets,"12""",50,600,North,9700,,,,,,,
12/19/2013,Provo,Cascade Ridge,Natural,Depth Hoar,"20""",70,1500,East,10600,"40.313492000000, -111.583543000000",,,,,,
12/19/2013,Provo,Cascade Ridge,Natural,Depth Hoar,"20""",50,700,Northeast,10400,"40.288720000000, -111.579916000000",,,,,,
12/19/2013,Salt Lake,Davenport Hill,Skier,Facets,"12""",150,500,Northwest,10000,"40.599519000000, -111.623068000000",1,,,,,
12/19/2013,Salt Lake,Dutch Draw,Skier,,2',40,,Northeast,9600,,,,,,,
12/19/2013,Salt Lake,Silver Fork,Snowboarder,Facets,"2""",40,70,Northeast,9300,,1,1,1,,,
12/19/2013,Salt Lake,South Monitor Bowl,Natural,Facets,"19""",25,250,North,9300,,,,,,,
12/19/2013,Salt Lake,West Monitor,Natural,Facets,"15""",15,300,Northeast,9800,,,,,,,
12/15/2013,Uintas,Whitney Basin,Snowmobiler,Depth Hoar,2.5',150,200,Northeast,9800,"40.871274000000, -110.970154000000",,,,,,
12/14/2013,Salt Lake,Holy Toledo,Skier,Facets,"15""",60,1000,Northwest,10100,"40.598248000000, -111.649375000000",1,1,,,,
12/14/2013,Salt Lake,Patsy Marly,Skier,,"18""",40,300,Northwest,9300,,,,,,,
12/14/2013,Salt Lake,Silver Fork,Skier,Facets,"12""",20,100,Northwest,9800,"40.601635000000, -111.607468000000",,,,,,
12-11-13,Ogden,Snowbasin Backcountry,Skier,Facets,"16""",40,60,Northeast,7200,,,,,,,
12-11-13,Uintas,Currant Creek,Skier,Facets,2',100,125,Northeast,10100,"40.382214000000, -111.173487000000",,,,,,
12-10-13,Uintas,Tower Mountain,Snowmobiler,Depth Hoar,2.5',100,150,East,,"40.398516000000, -111.191597000000",,,,,,
12-10-13,Skyline,Skyline Summit,Natural,Depth Hoar,2',80,100,Northeast,9800,,,,,,,
12-10-13,Salt Lake,Cardiac Ridge,Natural,Density Change,"16""",45,,Northeast,10600,,,,,,,
12-09-13,Uintas,Currant Creek Peak,Natural,Depth Hoar,2.5',250,300,Southeast,10600,"40.375504000000, -111.174431000000",,,,,,
12-09-13,Salt Lake,Grizzly Gulch,Skier,Facets,2',150,100,North,9200,"40.594924000000, -111.621759000000",1,1,,1,,
12-09-13,Salt Lake,Two Dogs,Skier,New Snow/Old Snow Interface,"10""",150,300,North,10200,,,,,,,
12-09-13,Salt Lake,Upper Days,Skier,Facets,"2""",50,300,Northeast,10000,"40.599093000000, -111.628561000000",,,,,,
12-09-13,Salt Lake,Park City area mountians,Skier,Facets,2',35,50,Northeast,8400,,,,,,,
12-09-13,Uintas,Mirror Lake Highway,Natural,Facets,2.5',150,300,North,10500,"40.683860000000, -110.892177000000",,,,,,
12-08-13,Salt Lake,White Pine,Skier,Facets,"18""",90,400,West,9900,"40.553290000000, -111.670682000000",,,,,,
12-08-13,Salt Lake,Days Fork,Skier,New Snow/Old Snow Interface,"15""",20,400,North,10100,"40.600040000000, -111.636372000000",,,,,,
12-08-13,Salt Lake,All areas,Natural,,,,,,,"40.600249000000, -111.658430000000",,,,,,
12-08-13,Salt Lake,Wilson Chutes,Unknown,,,,,Northeast,9800,"40.673702000000, -111.666069000000",,,,,,
12-08-13,Salt Lake,Porter Fork,Natural,New Snow/Old Snow Interface,unknown,50,300,Northeast,9600,"40.660033000000, -111.711087000000",,,,,,
12-08-13,Salt Lake,Pioneer Ridge,Unknown,New Snow/Old Snow Interface,"12""",125,200,Northeast,9800,"40.582997000000, -111.587620000000",,,,,,
12-08-13,Salt Lake,Sunset Peak,Natural,New Snow/Old Snow Interface,"13""",125,150,East,10400,"40.572859000000, -111.591353000000",,,,,,
12-08-13,Salt Lake,West Monitor,Natural,New Snow,unknown,60,700,Northeast,10000,"40.638340000000, -111.575539000000",,,,,,
12-08-13,Salt Lake,Corner Chute,Skier,Depth Hoar,2',40,200,Northwest,9900,"40.600431000000, -111.618218000000",,,,,,
12-08-13,Salt Lake,Davenport Hill,Snowboarder,Facets,3',60,150,Northwest,10000,"40.599161000000, -111.623197000000",,,,,,
12-08-13,Uintas,Whitney Basin,Snowmobiler,Facets,2',125,250,Northeast,10300,"40.826995000000, -110.960627000000",,,,,,
12-07-13,Moab,Moab,Natural,New Snow/Old Snow Interface,2.5',150,450,Northeast,11900,"38.443946000000, -109.248425000000",,,,,,
12-07-13,Moab,Moab,Natural,New Snow/Old Snow Interface,3',350,600,Northeast,12000,"38.441432000000, -109.261385000000",,,,,,
12-07-13,Salt Lake,East Bowl,Skier,Density Change,"6""",100,400,Northwest,10000,"40.694167000000, -111.877213000000",,,,,,
12-07-13,Salt Lake,Raymond Peak,Snowboarder,Depth Hoar,"20""",50,Unknown,Northeast,9900,"40.663615000000, -111.697140000000",,,,,,
12-07-13,Salt Lake,Cardiff Bowl,Skier,Density Change,"6""",20,250,Southeast,10000,"40.595382000000, -111.651779000000",1,1,,,,
12-07-13,Salt Lake,Butler Basin,Natural,,"8""",500,450,Northeast,10100,"40.666442000000, -111.682656000000",,,,,,
12-07-13,Salt Lake,Red Baldy,Natural,,,,,Northwest,11100,"40.540260000000, -111.668816000000",,,,,,
12-07-13,Moab,Talking Mountain,Natural,New Snow/Old Snow Interface,2.5',200,600,Northwest,11900,"38.444040000000, -109.241249000000",,,,,,
12-06-13,Salt Lake,Rocky Point,Snowboarder,,"18""",25,150,Northeast,,,,,,,,
12-06-13,Salt Lake,Pioneer Bowl,Unknown,New Snow,unknown,150,350,Northwest,10000,"40.582508000000, -111.581140000000",,,,,,
12-06-13,Salt Lake,Cardiff Fork,Natural,New Snow,unknown,Unknown,Unknown,West,10200,"40.600764000000, -111.648216000000",,,,,,
12-05-13,Salt Lake,West Monitor,Skier,Density Change,"6""",25,40,North,9500,"40.638119000000, -111.570969000000",,,,,,
12-05-13,Salt Lake,Rocky Point,Skier,Density Change,"8""",80,175,Northeast,10400,"40.578238000000, -111.597962000000",,,,,,
12-04-13,Salt Lake,Scotts Peak,Natural,New Snow/Old Snow Interface,"16""",100,400,Northeast,9800,"40.613887000000, -111.539040000000",,,,,,
12-04-13,Salt Lake,10420,Skier,Facets,2',60,800,Northeast,10000,"40.600268000000, -111.558094000000",,,,,,
12-03-13,Uintas,Upper Weber Canyon,Natural,Depth Hoar,3',200,300,Northeast,10300,"40.788002000000, -111.015816000000",,,,,,
12-03-13,Salt Lake,Park City Ski Resort,Skier,New Snow/Old Snow Interface,"8""",60,20,North,9600,"40.614474000000, -111.518097000000",,,,,,
12-03-13,Salt Lake,Park City Ridgeline,Skier,Facets,"16""",80,150,Northeast,9400,"40.613170000000, -111.532130000000",,,,,,
12-03-13,Salt Lake,Evergreen Ridge,Skier,New Snow/Old Snow Interface,"12""",60,250,Northeast,9200,"40.605558000000, -111.593349000000",,,,,,
12-03-13,Salt Lake,Scotts Bowl,Natural,Facets,"10""",50,500,North,9800,,,,,,,
12-03-13,Salt Lake,Dog Lake Chutes,Skier,Density Change,"4""",35,300,Northeast,9700,"40.586039000000, -111.588242000000",,,,,,
12-03-13,Salt Lake,Evergreen Ridge,Skier,New Snow/Old Snow Interface,"12""",100,400,Northwest,9800,"40.600443000000, -111.598413000000",,,,,,
12-03-13,Salt Lake,Salt Lake,Snow Bike,Ground Interface,"6""",25,30,Southwest,5100,"40.572646000000, -111.832700000000",,,,,,
12-03-13,Salt Lake,10420,Natural,Density Change,"4""",400,400,Northeast,10200,"40.601762000000, -111.558373000000",,,,,,
11/24/2013,Salt Lake,Davenport Hill,,Facets,"18""",60,500,North,10000,"40.599772000000, -111.620171000000",,,,,,
11/24/2013,Salt Lake,Hide A Way Park,Unknown,,,,,North,,"40.603690000000, -111.632509000000",,,,,,
11/23/2013,Skyline,Wedding Ring Ridge,Natural,Facets,2.5',80,60,Northwest,10000,"39.613487000000, -111.292877000000",,,,,,
11/23/2013,Moab,The Funnel,Natural,Depth Hoar,2.5',350,1250,Northwest,11300,"38.456257000000, -109.249493000000",,,,,,
11/22/2013,Uintas,Wolf Creek Pass,Skier,Depth Hoar,2.5',200,150,Northwest,9700,"40.491009000000, -110.971184000000",,,,,,
11/22/2013,Logan,Box Elder Peak,Unknown,Facets,unknown,Unknown,Unknown,Northeast,9500,"41.637400000000, -112.010422000000",,,,,,
11/22/2013,Skyline,Wedding Ring Ridge,Natural,Facets,"14""",125,60,North,10100,"39.613819000000, -111.291847000000",,,,,,
11/17/2013,Salt Lake,Rocky Point,Skier,Depth Hoar,2',150,,Northeast,10400,,1,1,,,,
11/17/2013,Salt Lake,Cardiac Bowl,Skier,,unknown,70,400,Northeast,10600,"40.593385000000, -111.665640000000",,,,,,
11/17/2013,Salt Lake,Sunset Peak,Skier,Depth Hoar,2',45,100,North,10400,"40.577635000000, -111.595473000000",,,,,,
11/17/2013,Uintas,Currant Creek,Unknown,Facets,3.5',70,60,Northeast,9000,"40.394900000000, -111.183200000000",,,,,,
11/17/2013,Salt Lake,Patsy Marly,Skier,Ground Interface,4',60,100,North,10000,"40.589189000000, -111.609421000000",,,,,,
11/17/2013,Salt Lake,Twin Lakes Pass,Skier,Facets,"2""",25,200,Northeast,10200,"40.592057000000, -111.608477000000",,,,,,
11/17/2013,Salt Lake,Davenport Hill,Unknown,Facets,"15""",,Unknown,Northeast,10000,"40.599807000000, -111.621802000000",,,,,,
11/17/2013,Salt Lake,Deer Valley,Unknown,New Snow/Old Snow Interface,2.5',40,30,Northeast,,"40.611867000000, -111.527538000000",,,,,,
11/17/2013,Uintas,Hoyt Peak,Snowmobiler,Depth Hoar,2',400,300,Northeast,10000,"40.713618000000, -111.142845000000",,,,,,
11/16/2013,Salt Lake,Alta Periphery,Skier,New Snow/Old Snow Interface,"6""",15,20,North,10000,,,,,,,
